Stance,Tweet
0,"when i was young, i thought that #marriage was a 50-50 proposition. i soon learned that it always takes 100% from both parties"
0,thomas and gorsuch together 100% of time in gorsuch's first (short) #scotus term.
1,if the marines had taken slut pages seriously years ago when they were first exposed they wouldn't be having to answer now
0,design manager @alexcreepldn shares their 2016 highlight - standing by the side of the lgbt community &amp; orlando
0,taste the rainbow bitch #gay #loveislove #lovewins #pride2017 #lgbt #gaykiss #goals #rainbow ((old))
0,"for now, #scotus has declined to take up texas' appeal in its #voterid case. 5th circuit had ruled that sb14 discriminates."
-1,You can't kill someone cause you claim you made a mistake. If true nobody would go to jail for killing their spouse.
0,the best explanation of #marriage you can find
0,i thought it just a tv screen ahhhh im so happy for you iloveyou @greysonchance
0,Obamcare loses again in the Supreme Court. Religious freedom win.
-1,looking forward to joining @tuckercarlson tonight @ 8:30pm et to talk about pro-lifers + free speech on campus!
0,come close #gay islove wins 2017
1,What a great day to argue the benefits of making abortion legal
0,"Yo if you decide to set yourself on fire cause gays are allowed to be married, that is 100% your choice and I am in support of it"
0,rt if you agree! @wipehomophobia
0,well done germany! marriage for all ‍
-1,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2
0,#lovewins poster &amp; teaser are now on starring @castillejoshua @bobhiltermann @actingamanda @ijmac87
0,What is it that makes the human race behave in an undignified way to gain attention?
1,"judges need mandatory sexual assault training, mpp says via @torontostar"
-1,"@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies."
-1,#prolifeyouth at #livg2017 if you have photos from other rallies send them!!
0,"#scotus link of the day: per @ap, roberts asserts criticism from politicians won’t keep judges from doing their jobs"
1,.@maggie_hassan is a champion for #reprorights. we need her now more than ever in the senate!
1,@senatemajldr because here is how bad the #ahca is for women.
0,note for those watching the sessions hearing: this is the senate committee that will be taking on trump's eventual #scotus nominee as well.
0,sienna's mommy and daddy
0,@betsydevos @realdonaldtrump @royblunt this is my son gavin. he is protected by idea. @foxnews @cnn @ndss
0,"there are 4 trump #scotus candidates still in running, but only 2 are frontrunners, i've been told."
-1,today i would have graduated with honours deg. instead i'm plumbing and a borderline alky
0,our editorial &gt;&gt; high court stands up for school choice via @detroitnews @detnewsopinion
1,@sacha_tweets people are more concerned with what i did wrong to let it happen rather than focusing on him being in the wrong
1,great partnership: @dfid_uk &amp; @unfpa supporting #reprorights for women &amp; girls.
0,"""it’s the caving and concessions on the religious front that shows as most startling."" @washtimes"
-1,@WomanMDsGuide I thought they wanted less unwed mommas and less abortion.
0,having someone like scalia on #scotus could be plenty bad for campaign finance and voting rights.
-1,It's time to end the #deathpenalty in the United States.
-1,happy birthday @gregesplin! no doubt melbourne will show you a f'ing great time.
0,hold on justice ruth! help is on the way!
0,mt @reuters: trump #scotus nominee gorsuch could influence direction of court for decades.
0,#marriage performed at #faridabad matrimonial home at #noida how come #fir registered in #delhi the judge asked io
0,victory! #marriageequality moves forward in germany!
-1,Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming.
-1,"Messed up: Being outraged that it's legal to distribute images of abortion, but being fine with abortion being legal."
0,the resistence to trump's supreme court pick takes shape:
-1,#chooselife fuck the haters
1,over 300 world leaders are opposing #globalgagrule. thank you for supporting the #reprorights of women everywhere.
0,ffrf documents #pryor’s ‘disastrous’ record; critiques trump #scotus pool - see more at:
0,on final day as @potus we're reflecting on @barackobama's contributions to the movement for #marriage for all. grateful to tell this story.
0,read #scotus justice clarence thomas in imprimis:
0,but apparently it's okay to block obama's #scotus nominee for over 10 months.
0,"celebrating life of judge damon keith @mowfilmfest in #scotus: @spenceroverton @jointcenter, ex mi gov @jengranholm, chris reynolds @toyota"
1,Anti choice laws only effect women. People don't care about things that don't effect men
-1,#DonRients: people aren't just killed by guns. 9 people died and that's sad. But how many die daily from ?
-1,#donalwalsh was an incredible guy - his mother is an amazing woman with a powerful message
0,with appreciation to @brandonvdixon &amp; the cast of @hamiltonmusical for their courage &amp; artistry every damn night.
0,congrats to matt and team for a superb @iwpride event today. a big first for the island.
0,shout out to #uzalo for embracing gay marriage ‍
-1,mt @amenditusa: we the people end abortion america!
1,this is the peak moment of rape culture. my thoughts are with those 10 women.
-1,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.
-1,mt @patriotjewelusa: help save most innocent among us!
0,#scotus seeks to clarify the concept of “free appropriate public education” for disabled students at public schools.
0,need more reasons why #weobject to neil gorsuch's #scotus nomination? show up with the @peoples_defense tomorrow:
1,let's stand with our northern irish sisters. please ask your mp to support #mypledgeherchoice for equal access to abortion
0,ldf’s @christinaswarns recently argued before #scotus in the racially charged death penalty case of #duanebuck &amp; won
0,breaking: #scotus has declined to review texas’ #voterid case — for now.
0,con artists rely on distractions. watch for middle of the night #scotus pick/other assault on democracy during travel ban protests.
0,retweetwhat grade would you give #trump who has been @potus for 22 weeks
0,Time to make a change in my boxing style can u say @GGGBoxing style but still be great on my defense
0,more #sop chatter on busting up #ninethcircuitcourtofappeals 2 kill quests 4 justice that might get 2 .
0,and relax....we want to thank everybody for the immense support and outpouring of love today at our first pride event!
-1,went to see #trainspottinglive tonight in falkirk. best show ive seen cast were phenomenal!
-1,They made same sex marriage legal but they won't make abortion illegal. What is wrong with this world?
-1," roe v. wade attorney sarah weddington’s shocking answer when asked, “whatever happened to roe?”"
-1,"@enilk1988: @Chris_1791 @Doodisgirl thought it was just tissue"""
-1,@realjameswoods i am thrilled to hear this!
0,#5starreadersfavorite will lily’s dreams/#time-travels heal her shattered ?
0,.@thereval weighs in on @senatemajldr mitch mcconnell decrying dems vowing to block #scotus picks @politicsnation
0,agreed-- look at how much damage #gorsuch has done to #scotus already. time to apply pressure and stop the bleeding.
0,"most importantly #womensmarch every #scotus nominee must be blocked until @thedemocrats get back control otherwise it's ""forever"""
0,focus on reasons to love yourself! don't criticize yourself too harshly!
-1,rape survivor sentenced 30 years prison stillbirth
1,".@nikkihaley confirmed as us ambassador to the @un. a disaster for ,"
0,Thank you @PPact for treating me with kindness & respect & TLC during my wellness exam.
0,me and my guy #hogmanay #newyear #marriage @ glasgow north
-1,at the mid state fair central ca working the #prolife booth representing knights of columbus 2night #smile your mom chose
-1,A woman who deliberately destroys a fetus is answerable for murder.-St. Basil the Great
0,"love is beautiful: no matter your gender, sexual orientation, race or religion #loveislove &amp; will always win. #lovewins rt if you agree"
1,"for #sexualassaultawarenessmonth, let's rethink what we teach kids about ."
0,@potus a president under the shadow of federal investigation has no business naming anyone to
0,fascinating morning at #scotus - how will we wait until june to read this important decision? @ncldorg @understoodorg
0,10+ of the funniest marriage tweets of the year: #marriage tweets
-1,super soft but honestly would not trade this experience for the whole entire world
0,marriage is about the coming together of two people &amp; two families
0,justice ginsburg shares a #welovetheconstitution message to celebrate her love for the !
0,"#Abstinence proponent #BristolPalin, pregnant with second child, conceives of ."
1,"an open letter from 130 advocates: whole foods ceo john mackey &amp; ""sexual violence accountability"""
0,"@michaelianblack i don't follow the news, is there a new law that ALL gay people have to get married? I'm against that!"
0,i cannot tell you how moved i am by the crowds welcoming the detainees released from airports. this is america.
-1,"rather than seeking to please people, seek to be in right standing with god."
0,marriage is a bit much to be asking pre head.
0,"with his first term on #scotus wrapped up, new studies show justice gorsuch &amp; justice thomas have stood strong defending the constitution!"
0,john marshall appointed #otd 1801 as 4th chief justice
1,"today is our lobby day! we're lobbying for #voting reforms, #ethics, the clean air and water amendment, #reprorights, &amp;"
1,don't live a full life. #victimblaming #rapeculture #misogyny h/t
1,we need to ensure that all provisions in #sb5 are promoting patients' safety and protecting their privacy
0,so we've been shipping hetty the spaghetti and jollibee since idk only to find out that jollibee is a...
-1,so many knights and their families from around the country are marching for life today!
0,Another SCOTUS decision I do not agree with. It's time to do away with the death penalty all together.
-1,mt @amenditusa: we the people end abortion america!
1,a few hundred women and men rallying at place emilie gamelin to protest #rapeculture. they'll be marching to the montreal court house.
-1,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control
1,neil gorsuch has ruled against #reprorights - he ruled in favor of #hobbylobby and blocking access to @ppfa.
-1,life is beautiful
0,#learn from your #mistakes at:
-1,bbc news - terry gobanga: 'i was gang-raped on my wedding day'
-1,Generate belief in quality existence for everyone especially children in that community.Kittington2016
0,#smartdissent exclusive: #scotus decision on #muslimban fully explained
1,"‘refugee’ mohamed sexually assaults disabled woman, media silent #rapeculture #yesallwomen waronwomen"
-1,today is the 44th annual march for life in washington d.c. #prolife eration
-1,#momsdontneed to be told #abortion is their best option. help is available if they
-1,#Humans have taken over the role of -
1,trump is far from the 1st elected official to make shameful &amp; repulsive statements about women &amp; :
0,i will be joining @housedemocrats and @senatedems at #scotus to protest @potus' #muslimban. follow along on #snapchat at repcheri.
-1,four dishonest ways to argue about
0,"dear married people, if you are happy even after being married ... you are probably not taking your #marriage seriously!!!"
-1,RT @DogsOfGod: I will fight for the unborn!
0,this 5-time @ncaa champion is coming out as gay to inspire others
1,good morning. it's day two. please pledge what you can for
0,"#ae17 -delaying is denying. all people deserve equal. equal love, equal rights, equal recognition, equal marriage #lovewins @wipehomophobia"
0,one requires the australian constitution to be changed (#republic) the other is an act of law (#marriage equality)
0,#courtsmatter rt if you're glad #trump appointed a justice who supports the !
1,"#reprorights are, and should be, at the center of economic empowerment for women and girls around the world."
0,"always be proud of who you are! #lgtb #loveislove #lovewins #teamgay #amoresamor @soyhomosensual, @elclosetlgbt , @gaypostoff"
-1,we are outside the omni hotel in ft. worth today protesting barbara bush at @ppact's overpriced lunch
-1,"it's official, it's happening, i'm stoked."
-1,"Damn, interesting news when you find out you were almost a product of abortion"
1,12 year old girls should be taught to tolerate the sight of a grown man's penis.
-1,It hurts my 2 C ppl more offended over a flag/symbol than deaths/abortions of millions of innocent children!
0,first ever @iwpride - what an incredible achievement and what a fabulous day! thank you!
0,"The teen pregnancy rate has declined 51 percent, and the teen birth rate is down 57 percent."
-1,"clergy, community &amp; non-profits at flatbush gardens engaging community about recent senseless shootings. @67clergycouncil"
1,.@conniesahlmark @bcgreens @ajwvictoriabc any candidate who says something this heinous should lose their candidacy.
0,"hardiman, pryor, and gorsuch among trump #scotus finalists via @dcexaminer"
0,conservatives feel happy about trump's supreme court options: .@danscavino .@seanspicer
-1,@prolife_wife You can say that again!
0,one of our favorite #pvris m&amp;g pictures.
0,Now the matter of abortion comes next.
1,.@ppfa/@ppawi plays a critical role in the health of my constituents. shuttering this vital org will have a devastating impact.
0,i'm beyond excited about seeing this new film by the students of @libertyu #perseverance #marriage @libertyualum
-1,mt @karee_news: you can do something try to touch hardened hearts and
1,"I'm pro choice for if you want to kill living babies, go right ahead."
0,emergency motion by hawaii plaintiffs to clarify how the #muslimban can be enforced under #scotus ruling
-1,"of all the faces, voices&amp;images shown in the streets of dc today the one missing in the name of ""choice"" is this one."
-1,#usbishopsforlife are here to celebrate mass with the #prolifegen! #mass4life #istand 4life
1,add me to the list on the state level.
0,#scotus snatches victory away from the forces of #gerrymandering via @imillhiser
0,RT @Paul71: Who's yer man in the #dail talking about bullying? The only bullying was Fine Gael bullying their own members!
0,#scotus justice elena kagan was the first woman to serve as u.s. solicitor general.
0,.@senatedems will filibuster trump’s #scotus nominee @senjeffmerkley
-1,#chooselife! the #marchforlife reaches the supreme court!
0,"I will believe the narrative that ""black lives matter"" when ALL black lives matter, all the time."
-1,a mob hurled racial slurs at and attacked #marchforlife supporters. : : @fox5dc : @nicedeb
-1,Why are Tumblr feminists so territorial? Pro-lifers can't even voice their opinions without being attacked.
-1,Why don't black lives matter in the womb?
1,@MarthaPlimpton It's not Monday on Twitter until some right wing troll sends me a video of an abortion
0,the supreme court of the united states (#scotus) has final say over what federal laws and the u.s. constitution mean. /5
1,so grateful to have the fiercest congresswoman @rosadelauro fighting to protect #aca #reprorights @ppfa @ppsne
0,action steps announced by #nancypelosi include a rally at #scotus monday jan 30 6pm et and multiple legal/lawsuit efforts.
0,obama can &amp; should put #merrickgarland on #scotus in a recess appointment today. worst case scenario: gop rages.
0,"wow, #finland has just become the 22nd country to allow gay marriage. so proud of them. love and equality for all!"
0,"@BuresLynn @sallykohn @CoFemale Kohn is also anti-human rights, anti-social justice, anti-peace, pro-violence."
-1,#whywemarch because we love life
0,@AdamMyerson @quarq - Sent mine two days ago. Expect it back in two days. Quick turnaround and great customer service!
0,we'll be rallying tomorrow evening at the supreme court to say no to any extreme #scotus nominee. more info here:
0,"mitch mcconnell just said ""i hope the dems will treat trump's picks the same way we treated obama's"" oh they will, you fucking pos"
1,women deserve #respect and #freedom to #choose #abortionrights are
1,"no, #reprorights is not ""the establishment."" argument sucked when bernie said it nationally, and it sucks when sanfran says that about va."
0,3 for 3! yay! #marriedatfirstsight so happy for y'all!
1,trump respects women? really? the #trumpglobalgag rule denies women their .
-1,come together and fight for life.
-1,an absolute joy to be at #march4lifeuk today. we are !
1,"one of the most intelligent, important threads about rape culture that i've ever seen. thank you, josh! #speak @rainn01"
-1,It's undeniable that conception may also be the birth of a soul unto life itself. Why mess with that?
1,".@repkclark &amp; women in congress are wearing suffragette white, pledging to fight for #reprorights, #equalpay, #paidleave &amp; more"
0,"""donald trump is trying to chip away at the very foundation of our democracy."" -@senwarren speaking now outside #scotus against"
-1,"with each passing day, more lives destroyed, more voices silenced forever. when will we as a nation say ""enough""??"
0,"given who #yrump has been nominating, there is only 1 decision: the man without a mandate can't be permitted to politicize ."
1,"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!"""
-1,@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill
0,"""when we're entrusted with someone's weakness, we should give it back as a strength""-@lisabevere"
-1,believe in yourself.
0,rt if you wish #scalia was still on #scotus defending the !
0,".@kellyannepolls on @potus #scotus pick: ""hes a pro-life president"""
-1,wonderful 8th night of #chanukah and seeing in the new year with my beautiful boy.
0,another big rally for justice in dc - this time at #scotus building
1,Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering...
0,lifeboatcoffee Thanks for the follow! Done with SB and other companies on the left. All about
0,"#scotus should reaffirm that the first amendment protects against compelled speech and association, says @ishapiro"
1,"countries like the us, russia &amp; guyana worked to weaken other governments’ resolve said @skowalski of"
1,#antichoice laws make it easier to exploit black &amp; brown women. why we’re still fighting 4 #reprorights @refinery29
1,Anti-choice laws are entirely men controlling women
0,#scotus just laid a solid foundation for #schoolchoice growth.
-1,Abortion IS NOT a political issue it is a MORAL issue.
0,trump meets with potential supreme court pick via @dcexaminer
-1,@OnlineForLife thank you for the way you beautifully communicate the pro-life message. You all consistently blow me away.
1,"we must keep fighting. we cannot, will not and must not accept the gop's anti-woman agenda."
-1,"so proud of @izzy__g, mr. brashier and all the @sba_socialmedia for outstanding job! #prolifegen #istand4life @march_for_life"
-1,coffee out the nose or down the windpipe... next time... we're going for out the nose
0,senate dems will filibuster trump’s supreme court nominee via @politico
-1,"because noah tried to be born early, the drs said he could be blind, deaf, &amp; lungs might not be developed. what a blessing he is!"
0,shout out to @iwpride inspirational host @robdeephotos - -
-1,mt @marylene58: so beautiful and angelic please .
-1,mt @patriotjewelusa: help save most innocent among us!
1,reproductive rights are inextricably linked to economic justice #reprorights #prochoice here's why:
1,trump's only been president for a week and already #reprorights are under a greater threat than they've ever faced.
0,"better psych evals needed in #deathpenalty cases, supreme court says"
0,did you know @justicewillett has highest vote total in texas history? just saying. he'd do great in a hearing ahem #scotus @realdonaldtrump
1,"whelp, i think it's safe to say this has been the most ironic #womenshistorymonth in a while."
-1,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do??"
0,trump lawyers ask hawaii court to stay out of travel ban breaking #scotus upholds travel ban! from 9th circuit
0,we hope #scotus makes right call → public businesses don't have the right to discriminate against #lgbtq people
1,reminder-tomorrow: regina fonseca on struggle for #reprorights #abortion &amp; strategies to effect change-see u there!
-1,"I'm kind of scared for the elderly in our country. In a few years, we'll be aborting them too."
-1,Women's rights are a joke. Omg I can't even. Lol go thank your mom for keeping you.
1,'what's the big deal with people pooping where they feel most comfortable?'
0,thank you @aclu @anthonyaclu.
0,"if #scotus justice ginsburg wants a less partisan climate, the answer is staring her in the mirror."
0,unanimous #scotus decision confirms gorsuch got it wrong when he ruled against kids w disabilities
1,"this trump shit getting out of hand! sadly, this misogynistic, racist, bigoted behavior is happening nationwide. #rapeculture vultures are"
0,happy 10th wedding anny to us!! #designofadecade #blessedlife @morganchrisl u know i me some u!!!
1,"my key message as this week begins, keeping #srhrdialogues alive, #reprorights are #womensrights @reprorights @accpd"
-1,every interaction with my niece leaves me so overwhelmed with joy. she is truly such a blessing from god!
0,.@mike_pence will be sworn in using pres. reagan's bible—turned to ii chron. 7:14. oath administered by #scotus justice clarence thomas.
0,"@BristolsBlog second out of wedlock pregnancy and you don't want a lecture, you just want to give them? STUNNNG."
0,brilliant set @iwpride #lovewins by @horsemusic -totally enjoyed every song
0,"deep-seated cultural codes, religious beliefs and structural biases have to be changed No, @HillaryClinton now what?"
-1,@notmuchelse And accepting with love any children arising from Union of marriage or at least taking responsibility for life created
0,happy pride you beautiful people!
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
0,"do not spoil the purity of love by involving in haram relations. get married, make it halal."
0,"men, your wife is one of god's most obvious blessings in your life. cherish her as the gift she is."
0,gorsuch would continue #scotus's trend of defending corporations not american workers &amp; consumers.
0,true love is magic.
-1,I can tell women what to do with their bodies
-1,"@charulife And I explained that they are in the keep your baby business, as they helped me get Medicaid and WIC."
1,"another despicable assault on women's #reprorights that would deny millions access to basic, preventative healthcare"
-1,this year i
1,forensic questioning @stellacreasy in the commons this afternoon about the rights of ni women's health
-1,babies with down syndrome shouldn’t be targeted 4 abortion —their lives have value and dignity #chooselife @appsame
1,i aggressively worked to ensure pregnancy centers inform women of their #reprorights &amp; proudly #standwithpp–#losangeles city atty mike feuer
0,"#fairandlegal no 2017 elections for #ncga #scotus halts flawed, partisan, lower court ruling."
0,"breaking: #scotus just rejected tx's appeal over #voterid law, allows 5th circuit ruling against law to stand"
-1,hs in pa denied a students for life group to start. they just got sued. #prolifegen #freespeech @thomasmoresoc
-1,"@BuhayIpaglaban So you've blown right past the whole ""women stopped dying after RvW"" thing."
0,#democrats rt chelliepingree: this anti-#muslimban sign outside #scotus says it all. …
-1,The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies
0,pray for their safety and endurance!
1, iswhen people excuse sexualising children and blame the child for said sexualisation.
0,"eventually, this is all going to #scotus, and i remain optimistic kennedy will side with the liberals in giving sec 3 some teeth"
-1,"#trainspottinglive - anarchic, confronting &amp; poignant. go see it!"
1,"i will keep fighting, for all mo women, their daughters &amp; granddaughters and mine for ."
0,Bigger problems 4 #Christians than same sex :
0,"a bill in congress—""cameras in the courtroom act""—wants a televised #scotus. #scotx has been webcasting cases for almost a decade."
0,"the supreme court will lean conservative again: ... my look at the #scotus wait, what it's meant, &amp; its coming end"
0,on a packed train to downtown chicago. we're cheering for the people who board at every stop. this is amazing.
0,join/watch at 3pmpt/6pmet: i’ll be with @senatedems @housedemocrats at #scotus to demand trump reverse
0,@Docjp Pressure? It's their job and they are failing miserably at keeping the promises they made.
-1,mt @patrioticgirl86: the greatest destroyer of love and peace is abortion.
1,why do #istandwithplannedparenthood? because of strong/fearless #reprorights advocates like @cecilerichards &amp; tanya atkinson. @ppfa @ppawi
0,"hey, #scotus, you've got some catching-up to do."
0,"#reprorights are under assault given price, ryan &amp; others, plus #scotus vacancy. glad @nygovcuomo doing this &amp; hope other govs follow suit."
1,"#tellviceverything toews broke ethical rules, again. #nepotism #rapeculture #conjob #impunity. judge, tx to harper."
-1,"choose to walk into waves, instead of walking into walls - travelrebel …"
1,@vancouversun you just proved why pence doesn't meet alone with women. media makes up crap to bury him however they can. #rapeculture? really?
-1,"@irvinewelsh sacraficed watching the happy hammers footy link today to finally go to watch this ""bewty"" wasn't disappointed"
0,"during #theobamayears, for the 1st time ever, the little sisters of the poor had to go to #scotus to protect their first amendment rights."
1,"@senjeffmerkley thank you, senator merkley, for standing up for truth, justice and the american way! you are our hero."
-1,Al Robertson's mom #DuckDynasty chose life as an unwed 16 year old.
0,here are some cute pictures from my moms wedding
-1,this generation will end the evil of abortion.
-1,"tonight the darts, next weekend the alps, end of january is vegas baby for @realcframpton"
-1,@RickSantorum: I don't *believe* life begins at conception--I *know* life begins at conception.
0,"judge gorsuch interprets the law faithfully, thoughtfully &amp; consistently. i look forward to confirming him soon."
-1,@newtowndoc thx for the follow! thank you for your holy work! @rabbisagstgunv stand with you to save lives!
-1,"mt @amenditusa: time for new mindset, abolish abortion!"
1,i dare y'all to come to @vanswarpedtour and watch us play and tell me that shit is tame. @noiseymusic
0,short cut to a blessed #marriage: both husband and wife should love allah and his prophet (pbuh) more than they love each other!
0,in the end love wins. it also wins in the beginning &amp; the middle too!
-1,@nicolasturgeon - 'you're very welcome in scotland.'
0,".@msladyphyll speaking of the fight against, antisemitism, @msladyphyll's #lovewins echoes shoah survivor zigi shipper's words:"
-1,@ghhshirley Charged with Manslaughter After Another Woman Dies From
-1,RT @AdvocatesOfLife: RT @ProLifeYouth Adopting a child shouldn't cost more than aborting one. ...
-1,"love is a verb. if you #love animals, don't eat them."
-1,"This is a debate about our understanding of human dignity/what it means to be a member 0 the human family/even tho tiny, powerless."
0,Peer pressure is real! Parents also need to get real! Lay the facts right on sex! To those who are misleading shame on u!
0,".@senatordurbin on #scotus: @senatemajldr said, we just want to be treated the way we treated obama nominees, does he think we have amnesia?"
1,no mystery why @naral and @naralvirginia endorsed @ralphnortham over a guy who says things like this about
0,@SaculSacul @GVPrayerWarrior No guarantee she will be destroyed I trust God.
0,i wrote this last year but democrats weren't listening hard enough:
0,i’m joining my dem colleagues on #scotus steps to stand against president trump’s anti-immigrant orders. watch live:
-1,@ghhshirley Abortion Workers Charged with Manslaughter After Another Woman Dies From
-1,For great is thy mercy toward me; & thou hast delivered my soul from an evil place. Amen
1,@sacha_tweets jokes about how few girls in eng there are
-1,Liberals say I need more tolerance. I say screw tolerating murder.
1,rape culture: the normalisation and trivialisation of rape. this is where it all starts.
-1,Rise & Shine its a new day & you're alive. Thank God 4 another day of precious life.
-1,got temperance? abolish abortion usa!
0,"let the jockeying to argue begin -- #scotus also grants, consolidates 3 cases involving arbitration &amp; the national labor relations act"
0,"trump’s #scotus nominee would put the rights of women, people of color and the lgbtq community at risk."
-1,"with one of my new heroes: @repmarkmeadows. we are the #prolifegen, and we will !"
1,"@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing."
1,#reprorights champion @melindagates has pledged to provide contraceptive options to 120m women globally by 2020
0,#dc rally at the .
-1,"Sweat, killed and cut up his victim, extreme deadbeat parents do the same to innocent babies by abortion,"
0,take action: urge your congressional members to rally at #scotus and denounce trump's #muslimban via @ailanational
-1,"Jesus loves the children of the world, the born and the unborn.Youth"
0,a highlight of the #religiousfreedom wins at #scotus this week via @tsurenweber. @streamdotorg
1,you can't care about #zika without caring about #reprorights because it's a virus with undesirable outcomes. republicans are cowards
1,"america, where we don't send abusers &amp; rapists to prison. we give them #oscars or a nice oval office..."
1,and some people still deny a #rapeculture exists.
-1,I refuse to stop praying for an end to abortion.
-1,Before I formed you in the #womb I knew you.
-1,"It's great that same-sex marriage has been made legal, but how long will it take to make abortion illegal?"
-1,student’s guide for participating in the #marchforlife ==&gt;&gt;
-1,"Call me an #extremist, but I think #dismembering babies is wrong.youthgen"
1,"please help if you can, and share"
0,#lovewins always
-1,"same age as my son. which makes it extra tough. please people,"
1,It's so brilliant that #lovewins - now extend the equality to women's rights
-1,"@explicit0ceans But adoption chooses to let them live. Obviously a huge difference. You can see that, right?"
1,".@thisiswharr keep calling! collins,capito &amp; murkowski are on our list. tell them to support #womenshealth and"
-1,"@glennbeck I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case."
-1,@notmuchelse NO new human individual formed at conception! Full complement of human chromosomes unique individual DNA and alive.
0,u.s. should welcome refugees says @jrsusa in response to #scotus #travelban decision
1,murderers and theocrats at the #womensmarch by @amazingatheist
0,@jamesarthur23 good morning you superstar .remember #suncomesup #lovewins and you are so deeply loved it's wonderful to see .
1,"#srhrdialogues; sexual violence is due to #rapeculture &amp; misogyny, recognizing patriarchal manifestations.."
0,"#scotus link of the day: @lylden reports justice dept receives delay in texas voter id case, may switch positions"
1,an important read today: @dawnlaguens on the intersection of the #marchforscience and .
0,. @sencortezmasto @senduckworth: #scotus nom gorsuch refused to meet w/us; might be case for sen @kamalaharris too
0,clarence thomas is great on #scotus not the bho picks of kagan &amp; vile sotomayor who said she would have bashed scalia with a baseball bat
-1,leave the “clump of cells” alone.
1,"each time men give a pass to (&amp; don't call out) *ordinary* ""boorish, sexist guys in a bar,"" they normalize #misogyny &amp; ."
-1,@nice_euna As much as they try the notion of ts the 21st century its killing a lot.....
0,#marriage is coming!!! #kitharington engaged to !
-1,we are excited to march with the #marchforlife! please use the #prolifegen snapchat filter!
-1,@mikeboydprice @Jake_Witmer @ProLifeLiberty Where did we get that right? When did we get that right- at conception?
0,communication in marriage key &amp; one thing that i have learned that rings true...
-1,and proud of it
0,"""but i know it when i see it ... "" #scotus jacobellis v. ohio"
0,"now, this sounds like something (future e-filing &amp; public access to filings). #scotus is cautious, so posting this seems meaningful."
0,"mccaskill: ""i can’t support neil gorsuch for the supreme court ."""
0,"me: *insults husband* hubs: i love you, too"
0,william taft (#scotus chief justice) is only former potus to take and administer the presidential oath of office. photo @hooverpreslib
-1,one day.... you will wish you had me
0,breaking: no #scotus action today on tx voter id case (relisted 3 times) or on nc racial gerrymandering case (special election on hold)
0,#scotus denies review in tx voter id case
0,@laf13laf @ap actually it was. #scotus did not yet reinstate all of it but they reinatated major portions and did so with a unanimous opinion.
0,4 tips on #marriage for my son-in-law
1,What is the difference between a baby and a onion? No one cries when you chop up the baby. Hahahahaha! Love dead babies!
-1,"@WildChild69 Now you are not even sense. And, once again, abortion is not healthcare. With every abortion at least one human lies."
-1,"@ashertheallman @missouristate thank you, asher, for helping us be a voice for the !!"
-1,every bit as epic as the first one !
-1,If being a mother's womb isn't safe I guess neither are churches; specifically black ones
0,antonin scalia on why supreme court picks are so hotly contested now.
0,So the #Democrats tore down their OWN #ConfederateFlag NOW if they get rid of THEIR
-1,"Just remember, there is a living family out there just waiting to #adopt your aborted baby."
-1,it was a great show guys and this #chooseday we choose to be protect ourselves from hiv/aids .
-1,excellent interview with @kevinhinesstory
1,watch this text exchange to see how language can subtly reinforce #rapeculture: v @huffpostwomen @itsonus
-1,"eventually, you have to choose a side:"
1,we won't stop fighting for
0,"st. louis may lose lawsuit allure following #scotus blow against forum-shopping (""litigation tourism"")"
0,we should never forget that trump’s #scotus pick was confirmed because of millions of dollars of dark money
-1,@toby_dorena I am in favor of women's rights and their right to choose. How I chose is irrelevant to others
0,"a wise man once told me, ""there is nothing better than a godly marriage."" wow was he right! @sayahird"
0,antonin scalia on why supreme court picks are so hotly contested now.
0,wait for it. the supreme court nominee will be called a: bigot extreme outside of the main stream misogynistic dangerous
-1,grateful for these #tn06 students from the diocese of nashville who came out to #marchforlife2017. this is the !
-1,abortionists' meddling causes prolifers to lose lease read more at
0,congrats to germany for legalizing same sex marriage this morning!!!!!!
0,we rolled deep at #scotus today.
-1,#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments.
-1,"“i am not suffering. i am not ill... please don’t try to kill us all off."""
-1,five of my workmates are off to @trainspotlive tomorrow night after hearing my buzz about it top show!
-1,@ToddPuckett1 we discussed how Business calculates risk factors. Drew was attacking #SpaceX inferring life is at risk. I invoked
0,@emrata did u become a lib before or after u made it in Hollywood?
0,new #scotus website is up:
1,"happy birthday, @gloriasteinem! your activism shows us how to be bold in our fight for gender equality &amp; ."
